id,request_id,timestamp,user_id,username,is_authenticated,role,session_id_hash,ip_address,user_agent,http_method,endpoint,path,action,action_type,is_sensitive,resource_type,resource_id,owner_id,permission,ownership_result,authorization_result,status_code,response_time_ms,file_size,export_item_count,export_total_size,label,scenario,run_id,severity,scenario_id,window_start,window_end,window_id
108,bf01a52ebc5f4cd8ad20217555f455e9,2026-07-17 14:21:44+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,6.77,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
112,c0649cdce4e6413da2a38de271e6d2f9,2026-07-17 14:21:44+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.558,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
100,cb133cb2a096419bba9a41f6ae1acbc0,2026-07-17 14:21:44+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.693,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
101,daea9a672731428db11432f23dac17d5,2026-07-17 14:21:44+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.45,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
104,e18a59f8f01047c99a1b866da0dc318f,2026-07-17 14:21:44+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.415,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
128,0226017eea8345d5aa3fe25ad5e0a3c8,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/4/download,download_file,view_detail,False,file,4,2.0,OWNER,OWNER,allowed,200,3.726,95.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
126,125649f43c784de5b102cfa7c7161bf8,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,52.022,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
124,179c01bc1aea4ec1b70b58de6b553602,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.rename_file,/files/2/rename,rename_file,edit,False,file,2,2.0,OWNER,OWNER,allowed,200,6.703,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
130,26ddc922002e4cbebd8fc2931161be10,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.605,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
121,4ad9953f2003411cb0c4c08bffeb34f2,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/15/download,download_file,view_detail,False,file,15,2.0,OWNER,OWNER,allowed,200,3.668,110.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
127,5a4f213027bc4d1188018d741c29fee0,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.263,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
116,613035f60afb4ce48da2dfa8a91b31e2,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.239,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
125,73db051e31904fb292aa40a33ab892b2,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,POST,documents.rename_file,/files/2/rename,rename_file,edit,False,file,2,2.0,OWNER,OWNER,allowed,302,9.154,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
119,bf145c2af6224bdf8cb19cc4001bbdeb,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.432,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
118,c097e2ba975c445bb20a6374ea74e72e,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.617,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
123,cdaca1334b0b4a39914b115fa6fa3b46,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_api,/api/files/2,api_view_file_detail,view_detail,False,file,2,2.0,OWNER,OWNER,allowed,200,3.535,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
122,d2ebb08864904e9baa0bb01a9f52662b,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/1,browse_folder,list,False,folder,1,2.0,OWNER,OWNER,allowed,200,8.438,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
117,d3686b61e3874f7ca4f065ed5d5ae357,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/7/download,download_file,view_detail,False,file,7,2.0,OWNER,OWNER,allowed,200,5.818,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
115,d87825b6cc3a448a8f948152a3da8c0f,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/11,view_file_detail,view_detail,False,file,11,2.0,OWNER,OWNER,allowed,200,5.145,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
129,d885daf7b0dd44eba59ddedb1f8b8f88,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/1,browse_folder,list,False,folder,1,2.0,OWNER,OWNER,allowed,200,10.032,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
132,dd6eb0600f484151ab35f284fc0b5c17,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.795,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
131,df6f1e79d1f3442d88bc379444bf6d5d,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.04,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
120,e63fb82207da4eb7b2853d6efaad7832,2026-07-17 14:21:45+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/10,view_file_detail,view_detail,False,file,10,2.0,OWNER,OWNER,allowed,200,7.1,84.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
144,19ed5953b44c4547a8052de13728862a,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/7,view_file_detail,view_detail,False,file,7,2.0,OWNER,OWNER,allowed,200,6.009,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
137,1f9c50fdbdd546e0bb6d6bae5dc6b599,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.238,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
134,28c98487edc04aec949362ac92f979b1,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/5/download,download_file,view_detail,False,file,5,2.0,OWNER,OWNER,allowed,200,4.373,103.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
142,624a7c44df0646d78d31ae60ae431c09,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,6.739,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
140,6f98dd95943e4059bed4cd3ebc28ea88,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/14,view_file_detail,view_detail,False,file,14,2.0,OWNER,OWNER,allowed,200,6.074,116.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
135,72894b3f2f474cecaf248d025c79354b,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/1/download,download_file,view_detail,False,file,1,2.0,OWNER,OWNER,allowed,200,5.54,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
141,82bb6829cfd94a91b0b7c4a84fee2595,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/7,view_file_detail,view_detail,False,file,7,2.0,OWNER,OWNER,allowed,200,4.622,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
133,8921bdcfaaa740539720126bcd40d00d,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/1,browse_folder,list,False,folder,1,2.0,OWNER,OWNER,allowed,200,9.138,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
136,9eda678b9f044df5aacaa7102c0ddb48,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/11,view_file_detail,view_detail,False,file,11,2.0,OWNER,OWNER,allowed,200,7.141,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
139,a24eff12e4604ae0ba65141cb0eb0c43,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.593,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
146,adc201dd586e430f90df1df13a17ea94,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/14/download,download_file,view_detail,False,file,14,2.0,OWNER,OWNER,allowed,200,3.993,116.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
143,bc77402dbe634f819dea4531d1d9e062,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/3,browse_folder,list,False,folder,3,2.0,OWNER,OWNER,allowed,200,8.882,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
138,d35d7c18cb5f4e018598b347d6c5d894,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/3/download,download_file,view_detail,False,file,3,2.0,OWNER,OWNER,allowed,200,6.773,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
145,f1524315e7d3484cb322db11045a568d,2026-07-17 14:21:46+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.485,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
155,140057c67fda432ca80a8ca3c11989f3,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/12/download,download_file,view_detail,False,file,12,2.0,OWNER,OWNER,allowed,200,4.379,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
162,1f55a2d6b0b843679313bf7f23b37cb5,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.601,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
149,2105fe8d8f94437786fdc75809b4cedf,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/10,view_file_detail,view_detail,False,file,10,2.0,OWNER,OWNER,allowed,200,6.484,84.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
154,37d95f77a31d4b29abbabdc4aa529366,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.899,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
150,4235cb0488ef4820a99e26a0b6b33cdb,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/61,view_file_detail,view_detail,False,file,61,6.0,VIEWER,VIEWER,allowed,200,5.492,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
158,429547a613f340c19b398fb0196f7d06,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/13,view_file_detail,view_detail,False,file,13,2.0,OWNER,OWNER,allowed,200,5.777,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
147,5cc5fd01cce3490ea61bd5b310705ebb,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,10.798,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
161,83ed13f9da734c1993591d3481091689,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.448,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
148,93035938f5134ea5a7357c9edd2d997a,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/3/download,download_file,view_detail,False,file,3,2.0,OWNER,OWNER,allowed,200,4.258,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
163,a7f185caa95f424f8ad29613e1565db3,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.478,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
164,b95381c9a2f34f8884e71714d1fdb3fb,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/3,view_file_detail,view_detail,False,file,3,2.0,OWNER,OWNER,allowed,200,5.733,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
160,c84daebf67e84f6891920ae99649a967,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,10.551,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
156,d4146052d7ab4e4a8109afd53922d24a,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.987,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
159,dead101d0fb44ad0a772024baea81dd6,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.396,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
153,e52dee99104045dab3d87c3742fd13a1,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/5/download,download_file,view_detail,False,file,5,2.0,OWNER,OWNER,allowed,200,4.213,103.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
152,e7cac152fef74b298ebee2907813ad4b,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.506,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
157,ed1e6865bcba40058f5994abc90a92df,2026-07-17 14:21:47+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/10/download,download_file,view_detail,False,file,10,2.0,OWNER,OWNER,allowed,200,3.837,84.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
